geneID,Entry,geneNames,geneName
YDR264C,P39010,AKR1;YDR264C;D9954.9;YD9230B.03C,AKR1
YLR089C,P52893,ALT1;YLR089C;L9449.15,ALT1
YMR169C,P54114,ALD3;ALD4;YMR169C;YM8520.18C,ALD3
YER073W,P40047,ALD5;ALD3;ALDH5;YER073W,ALD5
YGR227W,P50076,DIE2;ALG10;YGR227W;G8547,DIE2
YGL065C,P43636,ALG2;YGL065C,ALG2
YOR002W,Q12001,ALG6;YOR002W;UNA544,ALG6
YIR029W,P25335,DAL2;ALC1;YIR029W,DAL2
YBR158W,P38285,AMN1;CST13;ICS4;YBR158W;YBR1208,AMN1
YLR153C,P52910,ACS2;YLR153C;L9634.10,ACS2
YMR056C,P04710,AAC1;YMR056C;YM9796.09C,AAC1
YPL005W,Q12089,AEP3;YPL005W;YP8132.08,AEP3
YEL052W,P32317,AFG1;AFG;YEL052W,AFG1
YOR129C,Q99222,AFI1;YOR129C;YOR3296C,AFI1
YDR524C,Q04412,AGE1;SAT1;YDR524C;D9719.28,AGE1
YML050W,Q04689,AIM32;YML050W;YM9827.02,AIM32
YBR108W,P38266,AIM3;YBR108W;YBR0901,AIM3
YPL158C,Q99299,AIM44;YPL158C;P2570,AIM44
YHR199C,P38885,AIM46;FMP34;YHR199C,AIM46
YER052C,P10869,HOM3;YER052C,HOM3
YPL061W,P54115,ALD6;ALDH1;YPL061W;LPE9,ALD6
YKL060C,P14540,FBA1;YKL060C;YKL320,FBA1
YAL016W,P31383,TPD3;YAL016W;FUN32,TPD3
YOL136C,Q12471,PFK27;YOL136C,PFK27
YHR183W,P38720,GND1;YHR183W,GND1
YJR155W,P47182,AAD10;YJR155W;J2245,AAD10
YCR107W,P25612,AAD3;YCR107W,AAD3
YBL074C,P32357,AAR2;YBL074C;YBL06.06;YBL0611,AAR2
YLR027C,P23542,AAT2;ASP5;YLR027C;L1746,AAT2
YKL112W,P14164,ABF1;BAF1;OBF1;REB2;SBF1;YKL112W;YKL505,ABF1
YCR088W,P15891,ABP1;YCR088W;YCR88W,ABP1
YDL008W,Q12157,APC11;YDL008W;D2900,APC11
YNL077W,P53940,APJ1;YNL077W;N2342,APJ1
YHL019C,P38700,APM2;YHL019C,APM2
YKL114C,P22936,APN1;YKL114C;YKL513,APN1
YLR118C,Q12354,YLR118C;L2955,YLR118C
YOR258W,Q08702,HNT3;YOR258W,HNT3
YLL052C,P0CD90,AQY2;AQY2-2;YLL052C;L0590,AQY2
YMR041C,Q04212,ARA2;YMR041C;YM9532.06C,ARA2
YER036C,P40024,ARB1;YER036C,ARB1
YML099C,P05085,ARG81;ARGR2;YML099C,ARG81
YGL157W,P53111,ARI1;YGL157W;G1857,ARI1
YNL020C,P53974,ARK1;YNL020C;N2823,ARK1
YBR164C,P38116,ARL1;ARF3;YBR164C;YBR1216,ARL1
YPL051W,Q02804,ARL3;ARP1;YPL051W,ARL3
YBR249C,P32449,ARO4;YBR249C;YBR1701,ARO4
YJL081C,P80428,ARP4;ACT3;YJL081C;J1012,ARP4
YNL059C,P53946,ARP5;YNL059C;N2430;YNL2430C,ARP5
YPR034W,Q12406,ARP7;SWP61;YPR034W;YP9367.14,ARP7
YBR234C,P38328,ARC40;YBR234C;YBR1532,ARC40
YNR035C,P53731,ARC35;YNR035C;N3296,ARC35
YLR154W-E,Q8TGM5,ART3;YLR154W-E,ART3
YMR119W,P54074,ASI1;YMR119W;YM8564.01;YM9718.18,ASI1
YKL052C,P35734,ASK1;YKL052C;YKL306,ASK1
YLR160C,P0CX79,ASP3-4;YLR160C;L9632.9,ASP3-4
YCL058W-A,Q2V2Q1,ADF1;YCL058W-A,ADF1
YDR214W,Q12449,AHA1;YDR214W;YD8142.16;YD8142B.06,AHA1
YHL021C,P23180,AIM17;FMP12;YHL021C,AIM17
YNL270C,P38971,ALP1;YNL270C;N0660,ALP1
YKR021W,P36117,ALY1;ART6;YKR021W,ALY1
YML035C,P15274,AMD1;AMD;YML035C,AMD1
YKL103C,P14904,APE1;API;LAP4;YSC1;YKL103C;YKL455,APE1
YHR126C,P38832,ANS1;YHR126C,ANS1
YPR029C,Q12028,APL4;YPR029C,APL4
YJR005W,P27351,APL1;YAP80;YJR005W;J1422,APL1
YLR127C,Q12440,APC2;RSI1;YLR127C;L3105;L3108,APC2
YDR118W,Q04601,APC4;YDR118W,APC4
YNL094W,P53933,APP1;YNL094W;N2219,APP1
YJL075C,P47036,APQ13;YJL075C;J1044,APQ13
YPR192W,P0CD91,AQY1;AQY1-2;YPR192W;P9677.5,AQY1
YCR048W,P25628,ARE1;SAT2;YCR048W;YCR48W,ARE1
YDL137W,P19146,ARF2;YDL137W;D2165,ARF2
YMR042W,P07249,ARG80;ARGR1;YMR042W;YM9532.07,ARG80
YDR423C,P24813,CAD1;YAP2;YDR423C;D9461.12,CAD1
YBR288C,P38153,APM3;YKS6;YBR288C;YBR2035,APM3
YJL024C,P47064,APS3;YKS7;YJL024C;J1274,APS3
YBR286W,P37302,APE3;YBR286W;YBR2024,APE3
YDR441C,P36973,APT2;YDR441C;D9461.27,APT2
YDR421W,Q04052,ARO80;YDR421W;D9461.10,ARO80
YGL202W,P53090,ARO8;YGL202W,ARO8
YDR035W,P14843,ARO3;YDR035W;YD9673.07,ARO3
YDR106W,Q04549,ARP10;YDR106W;YD8557.15;YD9727.02,ARP10
YNL141W,P53909,AAH1;YNL141W;N1208;N1825,AAH1
YPL202C,Q08957,AFT2;YPL202C,AFT2
YPR021C,Q12482,AGC1;YPR021C;YP9367.01C,AGC1
YBR132C,P38090,AGP2;YBR132C;YBR1007,AGP2
YFL030W,P43567,AGX1;YFL030W,AGX1
YGR241C,P53309,YAP1802;YGR241C;G8610,YAP1802
YLR170C,P35181,APS1;YAP19;YLR170C;L9470.16,APS1
YGL240W,P53068,DOC1;APC10;YGL240W;HRC283,DOC1
YNL172W,P53886,APC1;YNL172W;N1677,APC1
YOR249C,Q08683,APC5;RMC1;YOR249C,APC5
YKL157W,P32454,APE2;LAP1;YKL157W;YKL158W;YKL611;YKL612,APE2
YOR094W,P40994,ARF3;YOR094W;YOR3172W,ARF3
YER069W,Q01217,"ARG5,6;YER069W","ARG5,6"
YMR027W,Q04371,YMR027W;YM9711.17,YMR027W
YHL040C,P38731,ARN1;YHL040C,ARN1
YDR127W,P08566,ARO1;AROM;YDR127W;YD9302.02,ARO1
YHR137W,P38840,ARO9;YHR137W,ARO9
YHR129C,P38696,ARP1;ACT3;ACT5;YHR129C,ARP1
YDL029W,P32381,ARP2;ACT2;YDL029W;D2778,ARP2
YLR085C,Q12509,ARP6;YLR085C;L2393;L9449.13,ARP6
YOR141C,Q12386,ARP8;YOR141C;YOR3348C,ARP8
YMR033W,Q05123,ARP9;SWP59;YMR033W;YM9973.07,ARP9
YIL062C,P40518,ARC15;YIL062C,ARC15
YLR154W-A,Q8TGM7,ART2;YLR154W-A;YLR154W-C,ART2
YGR068C,P53244,ART5;YGR068C,ART5
YLR242C,Q06541,ARV1;YLR242C,ARV1
YDR101C,Q03862,ARX1;YDR101C;YD8557.10c,ARX1
YPR085C,Q06822,ASA1;YPR085C,ASA1
YDL197C,P32448,ASF2;YDL197C;D1219,ASF2
YGR097W,P48361,ASK10;RGC2;YGR097W,ASK10
YLR157C,P0CX77,ASP3-2;YLR157C;L9632.7,ASP3-2
YLR158C,P0CX78,ASP3-3;YLR158C;L9632.8,ASP3-3
YDR321W,P38986,ASP1;YDR321W;D9798.6,ASP1
YBR111C,Q01976,YSA1;YBR111C;YBR0907,YSA1
YBL030C,P18239,PET9;AAC2;YBL030C;YBL0421,PET9
YBR085W,P18238,AAC3;YBR085W;YBR0753,AAC3
YFL055W,P43548,AGP3;YFL055W,AGP3
YML087C,Q04516,AIM33;YML087C,AIM33
YMR003W,Q03673,AIM34;YMR003W;YM8270.05,AIM34
YMR157C,Q03798,AIM36;FMP39;YMR157C;YM8520.06C,AIM36
YOR215C,Q12032,AIM41;YOR215C;YOR50-5,AIM41
YDL237W,Q07716,AIM6;YDL237W,AIM6
YER080W,P40053,AIM9;FMP29;YER080W,AIM9
YBR059C,P38080,AKL1;YBR059C;YBR0519,AKL1
YOR374W,P46367,ALD4;ALD7;ALDH2;YOR374W;O6730,ALD4
YBL082C,P38179,ALG3;RHK1;YBL082C;YBL0720,ALG3
YOR067C,P40351,ALG8;YOR067C;YOR29-18,ALG8
YNL219C,P53868,ALG9;YNL219C;N1295,ALG9
YGL021W,P43633,ALK1;YGL021W;G3686,ALK1
YIR032C,P32459,DAL3;YIR032C,DAL3
YML086C,P54783,ALO1;YML086C,ALO1
YBR211C,P38313,AME1;ARP100;YBR211C;YBR1458,AME1
YHR161C,P38856,YAP1801;YHR161C,YAP1801
YKL135C,P36000,APL2;YKL135C,APL2
YPL259C,Q00776,APM1;YAP54;YPL259C;P0394,APM1
YBL037W,P38065,APL3;YBL037W;YBL0412,APL3
YOL062C,Q99186,APM4;AMP1;YOL062C;O1210,APM4
YJR058C,Q00381,APS2;YAP17;YJR058C;J1720,APS2
YPL195W,Q08951,APL5;YKS4;YPL195W,APL5
YCL050C,P16550,APA1;DTP;YCL050C;YCL50C,APA1
YDR530C,P22108,APA2;YDR530C;D9719.33,APA2
YLR102C,Q12107,APC9;YLR102C,APC9
YDR525W,Q04413,API2;YDR525W,API2
YBL019W,P38207,APN2;ETH1;YBL019W;YBL0443,APN2
YIL040W,P40532,APQ12;YIL040W,APQ12
YML022W,P49435,APT1;YML022W,APT1
YHR093W,P29589,AHT1;YHR093W,AHT1
Q0050,P03875,AI1;Q0050,AI1
Q0055,P03876,AI2;Q0055,AI2
Q0075,Q9ZZX0,AI5_BETA;Q0075,AI5_BETA
YJR080C,P47127,AIM24;FMP26;YJR080C;J1847,AIM24
YKL037W,P32858,AIM26;YKL037W;YKL250,AIM26
YKR074W,P36154,AIM29;YKR074W,AIM29
YDR063W,Q12156,AIM7;YDR063W;D4245,AIM7
YNL048W,P53954,ALG11;YNL048W;N2510;YNL2510W,ALG11
YNR030W,P53730,ALG12;ECM39;YNR030W;N3265,ALG12
YPL227C,P40350,ALG5;YPL227C;P1437,ALG5
YBL009W,P32789,ALK2;YBL009W;YBL0317,ALK2
YFL050C,P43553,ALR2;YFL050C,ALR2
YJL084C,P47029,ALY2;ART3;YJL084C;J0934,ALY2
YGR225W,P50082,AMA1;SPO70;YGR225W;G8541,AMA1
YKL047W,P36090,ANR2;YKL047W;YKL260,ANR2
YML007W,P19880,YAP1;PAR1;PDR4;SNQ3;YML007W;YM9571.12,YAP1
YBR151W,P38281,APD1;YBR151W;YBR1201,APD1
YNL065W,P53943,AQR1;YNL065W;N2417;YNL2417W,AQR1
YBR149W,P38115,ARA1;YBR149W;YBR1127,ARA1
YGL105W,P46672,ARC1;G4P1;YGL105W;G3085,ARC1
YDL192W,P11076,ARF1;YDL192W;D1244,ARF1
YMR062C,Q04728,ARG7;ECM40;YMR062C;YM9916.01C,ARG7
YHL047C,P38724,ARN2;TAF1;YHL047C,ARN2
YJR065C,P47117,ARP3;ACT4;YJR065C;J1760,ARP3
YLR370C,Q05933,ARC18;YLR370C;L8039.15,ARC18
YKL013C,P33204,ARC19;YKL013C;YKL166,ARC19
YPR201W,Q06598,ARR3;ACR3;YPR201W;P9677.2,ARR3
YOL058W,P22768,ARG1;YOL058W;O1228,ARG1
YER101C,P39945,AST2;YER101C,AST2
YLR423C,Q06410,ATG17;APG17;YLR423C,ATG17
YFR021W,P43601,ATG18;AUT10;CVT18;NMR1;SVP1;YFR021W,ATG18
YOL082W,P35193,ATG19;CVT19;YOL082W;O0980;YOL01,ATG19
YLR431C,Q06671,ATG23;CVT23;YLR431C,ATG23
YJL178C,P46989,ATG27;ETF1;YJL178C;J0490,ATG27
YNL223W,P53867,ATG4;APG4;AUT2;YNL223W;N1274,ATG4
YNR020C,P53722,ATP23;YNR020C;N3212,ATP23
YHR198C,P38884,AIM18;FMP22;YHR198C,AIM18
YIL087C,P40502,AIM19;YIL087C,AIM19
YIR003W,P40563,AIM21;YIR003W;YIB3W,AIM21
YJR100C,P47140,AIM25;YJR100C;J1946,AIM25
YAL049C,P39721,AIM2;YAL049C,AIM2
YOR034C,Q12013,AKR2;YOR034C;OR26.25,AKR2
YDR111C,P52892,ALT2;YDR111C;YD9727.07C,ALT2
YJL122W,P47019,ALB1;YJL122W;J0723,ALB1
YMR170C,P47771,ALD2;ALD5;YMR170C;YM8520.19C,ALD2
YOR175C,Q08548,ALE1;LCA1;LPT1;SLC4;YOR175C;O3635,ALE1
YIR027C,P32375,DAL1;YIR027C,DAL1
YDR242W,P22580,AMD2;AMDY;AMDY1;YDR242W;YD8419.09,AMD2
YIL099W,P08019,SGA1;SGA;YIL099W,SGA1
YEL036C,P32629,ANP1;GEM3;YEL036C;SYGP-ORF28,ANP1
YPR128C,Q06497,ANT1;YPR128C,ANT1
YGR261C,P46682,APL6;YKS5;YGR261C;G9331,APL6
YJL115W,P32447,ASF1;CIA1;YJL115W;J0755,ASF1
YNL159C,P53895,ASI2;YNL159C;N1735,ASI2
YNL008C,P53983,ASI3;YNL008C;N2874,ASI3
YML096W,Q04489,YML096W,YML096W
YPR145W,P49089,ASN1;YPR145W;P9659.3,ASN1
YPR093C,Q06834,ASR1;YPR093C,ASR1
YGL167C,P13586,PMR1;BSD1;SCC1;YGL167C;G1666,PMR1
YAL026C,P39524,DRS2;YAL026C;FUN38,DRS2
YDR093W,Q12675,DNF2;YDR093W;YD8557.01,DNF2
YER166W,P32660,DNF1;YER166W;SYGP-ORF7,DNF1
YEL031W,P39986,SPF1;YEL031W,SPF1
YIL048W,P40527,NEO1;YIL048W,NEO1
YMR162C,Q12674,DNF3;YMR162C;YM8520.11C,DNF3
YGR177C,P53296,ATF2;YGR177C;G7135,ATF2
YDL113C,Q07528,ATG20;CVT20;SNX42;YDL113C,ATG20
YNL242W,P53855,ATG2;APG2;AUT8;SPO72;YNL242W;N1106,ATG2
YOL083W,Q12292,ATG34;ATG19-B;YOL083W;O0957,ATG34
YLR211C,Q05789,ATG38;YLR211C;L8167.20,ATG38
YOR152C,Q99325,ATG40;YOR152C;O3536,ATG40
YPR026W,P48016,ATH1;YPR026W;YP9367.06,ATH1
YDL181W,P01097,INH1;YDL181W;D1305,INH1
YDR039C,Q01896,ENA2;PMR2B;YDR039C,ENA2
YOL077W-A,P81451,ATP19;YOL077W-A;YOL078BW,ATP19
YDR350C,P50273,ATP22;TCM10;YDR350C;D9476.9,ATP22
Q0085,P00854,ATP6;OLI2;OLI4;PHO1;Q0085,ATP6
YJR121W,P00830,ATP2;YJR121W;J2041,ATP2
YDR270W,P38995,CCC2;YDR270W;D9954.6,CCC2
YOR079C,Q12067,ATX2;YOR079C;YOR29-30,ATX2
YER119C,P40074,AVT6;YER119C,AVT6
YOR134W,Q12128,BAG7;YOR134W;O3320;YOR3320W,BAG7
YJL095W,Q01389,BCK1;LAS3;SLK1;SSP31;YJL095W;J0906,BCK1
YDR375C,P32839,BCS1;YDR375C;D9481.17,BCS1
YLR399C,P35817,BDF1;YLR399C;L8084.18,BDF1
YAL060W,P39714,BDH1;BDH;YAL060W;FUN49,BDH1
YAL061W,P39713,BDH2;YAL061W;FUN50,BDH2
YNL239W,Q01532,LAP3;BLH1;GAL6;YCP1;YNL239W;N1118,LAP3
YPL078C,P05626,ATP4;YPL078C;LPF7C,ATP4
YPR020W,Q12233,ATP20;YPR020W;YP9531.14,ATP20
YKL004W,P36107,AUR1;YKL004W,AUR1
YLR114C,Q12500,AVL9;YLR114C;L2941,AVL9
YJR001W,P47082,AVT1;YJR001W;J1409;YJR83.4,AVT1
YNL101W,P50944,AVT4;YNL101W;N2185,AVT4
YIL088C,P40501,AVT7;YIL088C,AVT7
YLL063C,Q12226,AYT1;YLL063C;L0549,AYT1
YOR113W,P41696,AZF1;YOR113W;O3244;YOR3244W,AZF1
YHR040W,P38772,BCD1;YHR040W,BCD1
YKR027W,P36122,BCH2;FMP50;YKR027W,BCH2
YDR361C,Q06338,BCP1;YDR361C,BCP1
YIL004C,P22804,BET1;SLY12;YIL004C;YIA4C,BET1
YPR185W,Q06628,ATG13;APG13;YPR185W,ATG13
YBR128C,P38270,ATG14;APG14;CVT12;YBR128C;YBR1003,ATG14
YCR068W,P25641,ATG15;AUT5;CVT17;YCR068W;YCR68W,ATG15
YCL038C,P25568,ATG22;AUT4;YCL038C;YCL38C,ATG22
YLR189C,Q06321,ATG26;UGT51;YLR189C,ATG26
YPL166W,Q12092,ATG29;YPL166W;P2540,ATG29
YDR022C,Q12421,ATG31;CIS1;YDR022C;PZD196;YD9335.08c,ATG31
YJL185C,P46983,ATG36;YJL185C;J0415,ATG36
YLR312C,Q06159,ATG39;YLR312C,ATG39
YPL250C,Q12048,ATG41;ICY2;YPL250C,ATG41
YBL088C,P38110,TEL1;YBL088C;YBL0706,TEL1
YKL016C,P30902,ATP7;YKL016C,ATP7
Q0130,P61829,OLI1;ATP9;OLI3;PHO2;Q0130,OLI1
YOL078W,Q08236,AVO1;YOL078W;O1110,AVO1
YPR122W,P40851,AXL1;YPR122W;P9642.4,AXL1
YDR046C,P41815,BAP3;PAP1;YDR046C;YD9609.02C,BAP3
YMR301C,P40416,ATM1;MDY;YMR301C;YM9952.03C,ATM1
YDR384C,Q12359,ATO3;YDR384C;D9481.20;D9509.4,ATO3
YDR377W,Q06405,ATP17;YDR377W;D9481.21,ATP17
YDR298C,P09457,ATP5;OSCP;YDR298C;D9740.11,ATP5
YML116W,P13090,ATR1;SNQ1;YML116W;YM8339.03,ATR1
YBR136W,P38111,MEC1;ESR1;SAD3;YBR136W;YBR1012,MEC1
YAL020C,P31386,ATS1;YAL020C;FUN28;YAL006,ATS1
YFL010W-A,P32450,AUA1;YFL010W-A;YFL010BW,AUA1
YEL064C,P39981,AVT2;YEL064C,AVT2
YKL146W,P36062,AVT3;YKL146W;YKL600,AVT3
YBL089W,P38176,AVT5;YBL089W;YBL0703,AVT5
YPL255W,Q12365,BBP1;YPL255W;P0745,BBP1
YLR116W,Q12186,MSL5;BBP;SF1;YLR116W;L2949,MSL5
YJR148W,P47176,BAT2;TWT2;YJR148W;J2209,BAT2
YER167W,P33306,BCK2;CTR7;YER167W,BCK2
YDL070W,Q07442,BDF2;YDL070W,BDF2
YHR018C,P04076,ARG4;YHR018C,ARG4
YDR380W,Q06408,ARO10;YDR380W;D9481.3,ARO10
YGL148W,P28777,ARO2;YGL148W,ARO2
YLR392C,P18634,ART10;YLR392C;L8084.13,ART10
YMR159C,Q03818,ATG16;APG15;APG16;CVT11;SAP18;YMR159C;YM8520.08C,ATG16
YPL100W,Q02887,ATG21;CVT21;HSV1;MAI1;YPL100W,ATG21
YNR007C,P40344,ATG3;APG3;AUT1;YNR007C;N2040,ATG3
YPL149W,Q12380,ATG5;APG5;YPL149W;P2601,ATG5
YDR040C,P13587,ENA1;HOR6;PMR2;PMR2A;YDR040C;YD6888.02C,ENA1
YDR038C,Q12691,ENA5;YDR038C;YD9673.10c,ENA5
YPL271W,P21306,ATP15;YPL271W;P0345,ATP15
Q0080,P00856,ATP8;AAP1;Q0080,ATP8
YHR013C,P07347,ARD1;YHR013C,ARD1
YNR019W,P53629,ARE2;SAT1;YNR019W;N3206,ARE2
YOL140W,P18544,ARG8;YOL140W,ARG8
YPL111W,P00812,CAR1;YPL111W;LPH15W,CAR1
YPR200C,Q06597,ARR2;ACR2;YPR200C;P9677.16,ARR2
YBL069W,P35183,AST1;YBL069W;YBL06.04;YBL0617,AST1
YGL017W,P16639,ATE1;YGL017W,ATE1
YLL042C,Q07879,ATG10;APG10;YLL042C,ATG10
YNR002C,P32907,ATO2;FUN34;YNR002C;N2029,ATO2
YLR393W,P18496,ATP10;YLR393W;L8084.8,ATP10
YNL315C,P32453,ATP11;YNL315C;N0357,ATP11
YML081C-A,P81450,ATP18;YML081C-A;YML081BC,ATP18
YMR098C,Q03153,ATP25;YMR098C;YM6543.05C,ATP25
YBL099W,P07251,ATP1;YBL099W;YBL0827,ATP1
YOR058C,P50275,ASE1;YOR058C;YOR29-09,ASE1
YIL130W,P40467,ASG1;YIL130W,ASG1
YJL170C,P46993,ASG7;YJL170C;J0514,ASG7
YKL185W,P34233,ASH1;YKL185W,ASH1
YGR124W,P49090,ASN2;YGR124W;G6358,ASN2
YLR155C,P0CZ17,ASP3-1;YLR155C;L9632.6,ASP3-1
YGL006W,P38929,PMC1;YGL006W,PMC1
YOR377W,P40353,ATF1;YOR377W,ATF1
YPR049C,Q12527,ATG11;CVT9;YPR049C;YP9499.07c,ATG11
YBR217W,P38316,ATG12;APG12;YBR217W;YBR1506,ATG12
YIL146C,P40458,ATG32;ECM17;YIL146C,ATG32
YLR356W,Q06485,ATG33;YLR356W,ATG33
YHR171W,P38862,ATG7;APG7;CVT2;YHR171W,ATG7
YDL149W,Q12142,ATG9;APG9;AUT9;CVT7;YDL149W;D1560,ATG9
YJL180C,P22135,ATP12;YJL180C;J0486,ATP12
YLR295C,Q12349,ATP14;YLR295C;L8003.20,ATP14
YDL004W,Q12165,ATP16;YDL004W;D2935;YD8119.03,ATP16
YOR011W,Q08409,AUS1;YOR011W,AUS1
YMR068W,Q04749,AVO2;YMR068W;YM9916.07,AVO2
YIL140W,P38928,AXL2;BUD10;SRO4;YIL140W,AXL2
YIL124W,P40471,AYR1;YIL124W,AYR1
YBR039W,P38077,ATP3;ATP3a;ATP3b;YBR039W;YBR0408,ATP3
YDR322C-A,P81449,TIM11;ATP21;YDR322C-A;YDR322BC,TIM11
YBR295W,P38360,PCA1;CAD2;PAY2;YBR295W;YBR2112,PCA1
YNL259C,P38636,ATX1;YNL259C;N0840,ATX1
YGR224W,P50080,AZR1;YGR224W;G8537,AZR1
YKR099W,P22035,BAS1;YKR099W,BAS1
YHR208W,P38891,BAT1;ECA39;TWT1;YHR208W,BAT1
YGR282C,P15703,BGL2;SCW9;YGR282C,BGL2
YJR089W,P47134,BIR1;YJR089W;J1880,BIR1
YBR270C,P38346,BIT2;YBR270C;YBR1738,BIT2
YBR141C,P38278,BMT2;YBR141C;YBR1118,BMT2
YER114C,P39969,BOI2;BEB1;YER114C,BOI2
YAL044W-A,Q3E793,BOL1;YAL044W-A,BOL1
YAL046C,P39724,BOL3;AIM1;YAL046C,BOL3
YDL141W,P48445,BPL1;ACC2;YDL141W;D2140,BPL1
YGL220W,P53082,BOL2;AIM15;FRA2;YGL220W,BOL2
YNL275W,P53838,BOR1;YNL275W;N0626,BOR1
YDL231C,Q07660,BRE4;YDL231C,BRE4
YGL007W,P53194,BRP1;YGL007W,BRP1
YLR465C,O13558,BSC3;YLR465C,BSC3
YNL269W,P53841,BSC4;YNL269W;N0670,BSC4
YOL137W,Q08280,BSC6;YOL137W,BSC6
YGR204W,P07245,ADE3;YGR204W;G7733,ADE3
YKL088W,P36076,CAB3;YKL088W,CAB3
YAL058W,P27825,CNE1;YAL058W;FUN48,CNE1
YGR088W,P06115,CTT1;YGR088W,CTT1
YJL209W,P07252,CBP1;YJL209W;HRA654;J0242,CBP1
YNR058W,P50277,BIO3;YNR058W;N3510,BIO3
YJL058C,P47041,BIT61;YJL058C;J1141,BIT61
YDR357C,Q06333,CNL1;YDR357C,CNL1
YLR078C,P25385,BOS1;YLR078C;L9449.9,BOS1
YCR032W,P25356,BPH1;YCR032W;YCR32W;YCR591;YCR601,BPH1
YGL247W,P53062,BRR6;YGL247W;NRA197,BRR6
YDL037C,Q12140,BSC1;YDL037C;D2734,BSC1
YNR069C,P53755,BSC5;YNR069C;N3555,BSC5
YGR142W,P53286,BTN2;YGR142W,BTN2
YCR047C,P25627,BUD23;YCR047C;YCR47C,BUD23
YKL092C,P33314,BUD2;CLA2;ERC25;YKL092C;YKL424,BUD2
YDL099W,Q12191,BUG1;YDL099W,BUG1
YLR226W,Q05949,BUR2;CST4;YLR226W,BUR2
YBR084W,P09440,MIS1;YBR084W;YBR0751,MIS1
YJR122W,P47158,IBA57;CAF17;YJR122W;J2043,IBA57
YOR276W,P12962,CAF20;CAF2;CAP20;YOR276W;O5453W,CAF20
YKR036C,P36130,CAF4;YKR036C,CAF4
YKL190W,P25296,CNB1;YCN2;YCNB;YKL190W,CNB1
YKL007W,P28495,CAP1;YKL007W;YKL155,CAP1
YNL138W,P17555,SRV2;CAP1;YNL138W;N1210;N1838,SRV2
YPL154C,P07267,PEP4;PHO9;PRA1;YPL154C;P2585,PEP4
YLL015W,P14772,BPT1;YLL015W;L1313,BPT1
YPR057W,Q99177,BRR1;YPR057W;YP9499.13,BRR1
YPR171W,Q06604,BSP1;YPR171W,BSP1
YMR055C,P26448,BUB2;YMR055C;YM9796.08C,BUB2
YOR026W,P26449,BUB3;YOR026W;OR26.16,BUB3
YEL029C,P39988,BUD16;YEL029C,BUD16
YMR014W,Q04347,BUD22;YMR014W;YM9711.01,BUD22
YDR241W,Q03783,BUD26;YDR241W,BUD26
YDL151C,Q12064,BUD30;YDL151C,BUD30
YCR063W,P25337,BUD31;CWC14;YCR063W;YCR63W;YCR903,BUD31
YCR038C,P25300,BUD5;YCR038C;YCR38C;YCR526,BUD5
YOR299W,Q08754,BUD7;YOR299W,BUD7
YML111W,Q03758,BUL2;YML111W;YM8339.08,BUL2
YIR036C,P40580,IRC24;YIR036C,IRC24
YNL036W,P53615,NCE103;NCE3;YNL036W;N2695,NCE103
YJR109C,P03965,CPA2;YJR109C;J2002,CPA2
YJR060W,P17106,CBF1;CEP1;CP1;CPF1;YJR060W;J1730,CBF1
YMR094W,P35203,CTF13;CBF3C;YMR094W;YM6543.01;YM9582.19,CTF13
YDL069C,P14066,CBS1;YDL069C,CBS1
YLR220W,P47818,CCC1;YLR220W;L8083.6,CCC1
YBR200W,P29366,BEM1;SRO1;YBR200W;YBR1412,BEM1
YER155C,P39960,BEM2;IPL2;SUP9;YER155C,BEM2
YPL115C,P32873,BEM3;YPL115C;LPH12C,BEM3
YML077W,Q03630,BET5;YML077W,BET5
YER016W,P40013,BIM1;YER016W,BIM1
YNR056C,P53744,BIO5;YNR056C;N3502,BIO5
YLR408C,Q06071,BLS1;YLR408C,BLS1
YDR099W,P34730,BMH2;YDR099W;YD8557.08,BMH2
YJL060W,P47039,BNA3;YJL060W;J1138,BNA3
YNL271C,P41832,BNI1;PPF3;SHE5;YNL271C;N0646,BNI1
YDR275W,Q05611,BSC2;YDR275W,BSC2
YBR290W,P38356,BSD2;YBR290W;YBR2037,BSD2
YFL025C,P43571,BST1;YFL025C,BST1
YKL005C,P36106,BYE1;YKL005C;YKL150,BYE1
YHR114W,P38822,BZZ1;LSB7;YHR114W,BZZ1
YNL278W,P53836,CAF120;YNL278W;N0610,CAF120
YDR196C,Q03941,CAB5;YDR196C;YD9346.07C,CAB5
YNL288W,P53829,CAF40;YNL288W;N0540,CAF40
YER048C,P39101,CAJ1;YER048C,CAJ1
YBR109C,P06787,CMD1;YBR109C;YBR0904,CMD1
YOL164W,Q08347,BDS1;YOL164W,BDS1
YPL120W,Q02948,VPS30;APG6;ATG6;VPT30;YPL120W;LPH7,VPS30
YOR198C,P38934,BFR1;YOR198C,BFR1
YGR286C,P32451,BIO2;YGR286C,BIO2
YNR057C,P53630,BIO4;YNR057C;N3506,BIO4
YNL233W,P53858,BNI4;YNL233W;N1146,BNI4
YGR230W,P50084,BNS1;YGR230W;G8558,BNS1
YNL042W,P53958,BOP3;YNL042W;N2670,BOP3
YDL074C,Q07457,BRE1;YDL074C,BRE1
YLR015W,P43132,BRE2;CPS60;YLR015W,BRE2
YNR051C,P53741,BRE5;YNR051C;N3465,BRE5
YER172C,P32639,BRR2;RSS1;SNU246;YER172C;SYGP-ORF66,BRR2
YOL077C,Q08235,BRX1;YOL077C,BRX1
