geneID,Entry,geneNames,geneName
YHR215W,P38693,PHO12;YHR215W,PHO12
YLR216C,P53691,CPR6;YLR216C;L8167.24,CPR6
YHR201C,P38698,PPX1;YHR201C,PPX1
YML016C,P26570,PPZ1;YML016C;YM9571.02C,PPZ1
YNL221C,P41812,POP1;YNL221C;N1285,POP1
YNR052C,P39008,POP2;CAF1;YNR052C;N3470,POP2
YAL033W,P28005,POP5;YAL033W;FUN53,POP5
YDL188C,P23595,PPH22;SIS4;YDL188C;D1271,PPH22
YDR075W,P32345,PPH3;YDR075W;D4421,PPH3
YNL201C,P40164,PSY2;YNL201C;N1366,PSY2
YPL156C,Q12498,PRM4;YPL156C;P2578,PRM4
YIL117C,P40476,PRM5;YIL117C,PRM5
YOR122C,P07274,PFY1;PFY;PRF1;YOR122C;O3275;YOR3275C,PFY1
YDL043C,Q07350,PRP11;PRP10;RNA11;YDL043C;D2711,PRP11
YGR075C,Q00723,PRP38;YGR075C,PRP38
YML046W,P39682,PRP39;YML046W;YM9827.06,PRP39
YKL012W,P33203,PRP40;YKL012W;YKL165,PRP40
YBR055C,P19735,PRP6;RNA6;YBR055C;YBR0508,PRP6
YOR259C,P53549,RPT4;CRL13;PCS1;SUG2;YOR259C,RPT4
YDL007W,P40327,RPT2;YHS4;YTA5;YDL007W;D2920,RPT2
YEL060C,P09232,PRB1;YEL060C,PRB1
YJL079C,P47032,PRY1;YJL079C;J1022,PRY1
YKR013W,P36110,PRY2;YKR013W;YK111,PRY2
YER094C,P25451,PUP3;YER094C,PUP3
YFR050C,P30657,PRE4;YFR050C,PRE4
YBR092C,P24031,PHO3;YBR092C;YBR0813,PHO3
YAR071W,P35842,PHO11;YAR071W,PHO11
YDL024C,P52290,DIA3;YDL024C;D2815,DIA3
YDR481C,P11491,PHO8;YDR481C;D8035.24,PHO8
YIL083C,P40506,CAB2;YIL083C,CAB2
YNL044W,P53633,YIP3;PRA1;YNL044W;N2650,YIP3
YKL045W,P20457,PRI2;YKL045W;YKL258,PRI2
YJL108C,P42946,PRM10;YJL108C;J0811,PRM10
YNL279W,P53835,PRM1;YNL279W;N0605,PRM1
YIL037C,P40534,PRM2;YIL037C,PRM2
YPL192C,Q08931,PRM3;YPL192C,PRM3
YDL039C,Q12459,PRM7;YDL039C;D2723;D2726;YDL038C,PRM7
YGL053W,P53174,PRM8;DUP1;YGL053W,PRM8
YDR364C,P40968,CDC40;PRP17;SLU4;XRS2;YDR364C;D9481.11,CDC40
YDR473C,Q03338,PRP3;RNA3;YDR473C;D8035.16,PRP3
YDR235W,Q03776,PRP42;MUD16;SNU65;YDR235W;YD8419.02,PRP42
YAL032C,P28004,PRP45;FUN20;YAL032C,PRP45
YBR237W,P21372,PRP5;RNA5;YBR237W;YBR1603,PRP5
YDL030W,P19736,PRP9;YDL030W;D2773,PRP9
YOR117W,P33297,RPT5;YTA1;YOR117W;O3258;YOR3258W,RPT5
YJL078C,P47033,PRY3;YJL078C;J1027,PRY3
YGL011C,P21243,SCL1;PRC2;PRS2;YGL011C,SCL1
YIL007C,P40555,NAS2;YIL007C,NAS2
YER026C,P08456,CHO1;PSS;PSS1;YER026C,CHO1
YJL023C,P47065,PET130;YJL023C;J1282,PET130
YLR067C,P32522,PET309;YLR067C;L2189,PET309
YPL152W,Q12461,RRD2;NOH1;YPA2;YPL152W,RRD2
YLL013C,Q07807,PUF3;YLL013C;L1325,PUF3
YGL014W,P25339,PUF4;YGL014W;YGL023,PUF4
YER185W,P40100,PUG1;YER185W,PUG1
YMR300C,P04046,ADE4;YMR300C;YM9952.02C,ADE4
YGL234W,P07244,"ADE5,7;YGL234W","ADE5,7"
YDR408C,P04161,ADE8;YDR408C;D9509.26,ADE8
YPL212C,Q12211,PUS1;YPL212C,PUS1
YFL001W,P31115,DEG1;HRM3;PUS3;YFL001W,DEG1
YNL292W,P48567,PUS4;YNL292W;N0480,PUS4
YLR165C,Q06244,PUS5;YLR165C,PUS5
YOR243C,Q08647,PUS7;YOR243C;O5254,PUS7
YHR037W,P07275,PUT2;YHR037W,PUT2
YOR348C,P15380,PUT4;YOR348C;O6345,PUT4
YKL188C,P34230,PXA2;PAT1;YKL188C;YKL741,PXA2
YKL216W,P28272,URA1;YKL216W,URA1
Q0032,Q9ZZX7,Q0032;ORF8,Q0032
Q0142,Q9ZZW4,Q0142;ORF9,Q0142
Q0182,Q9ZZW1,Q0182;ORF11,Q0182
YLR359W,Q05911,ADE13;YLR359W;L8039.12,ADE13
YDR529C,P00128,QCR7;CRO1;UCR7;YDR529C;D9719.32,QCR7
YBR046C,P38230,ZTA1;YBR046C;YBR0421,ZTA1
YML095C,P06838,RAD10;YML095C,RAD10
YBR114W,P31244,RAD16;YBR114W;YBR0909,RAD16
YOR368W,P48581,RAD17;YOR368W,RAD17
YJL072C,P40359,PSF2;YJL072C;HRF213;J1086,PSF2
YOL045W,Q08217,PSK2;YOL045W,PSK2
YDR055W,Q12355,PST1;HPF2;YDR055W;D4214;YD9609.09,PST1
YDR032C,Q12335,PST2;YDR032C;D3422;YD9673.02C,PST2
YJR019C,P41903,TES1;PTE1;YJR019C;J1456,TES1
YHR189W,P38876,PTH1;YHR189W,PTH1
YJR059W,P47116,PTK2;STK2;YJR059W;J1725,PTK2
YDL230W,P25044,PTP1;YDL230W,PTP1
YER075C,P40048,PTP3;YER075C,PTP3
YIL153W,P40454,RRD1;NCS1;YPA1;YIL153W,RRD1
YKR093W,P32901,PTR2;YKR093W;YKR413,PTR2
YNL220W,P80210,ADE12;YNL220W;N1290,ADE12
YLR420W,P20051,URA4;YLR420W;L9931.1,URA4
YFR029W,P43606,PTR3;APF3;SSY3;YFR029W,PTR3
YGL063W,P53167,PUS2;YGL063W,PUS2
YLR142W,P09368,PUT1;YLR142W;L3170;L9606.2,PUT1
YLR196W,P21304,PWP1;YLR196W;L8167.10,PWP1
YGR280C,P53335,PXR1;GNO1;YGR280C,PXR1
YOL146W,Q12146,PSF3;YOL146W,PSF3
YOL054W,Q12161,PSH1;YOL054W;O1263,PSH1
YML017W,P50109,PSP2;MRS15;YML017W;YM9571.01,PSP2
YER153C,P10355,PET122;YER153C,PET122
YBL057C,P34222,PTH2;YBL057C;YBL0510;YBL0514,PTH2
YAR015W,P27616,ADE1;YAR015W,ADE1
YLR028C,P54113,ADE16;YLR028C,ADE16
YDL036C,Q12069,PUS9;YDL036C;D2743,PUS9
YKL015W,P25502,PUT3;YKL015W,PUT3
YCR057C,P25635,PWP2;UTP1;YCR057C;YCR55C/YCR57C/YCR58C,PWP2
YGL062W,P11154,PYC1;PYV;YGL062W,PYC1
YBR218C,P32327,PYC2;YBR218C;YBR1507,PYC2
YHR075C,P38796,PPE1;YHR075C,PPE1
YLR014C,P07272,PPR1;YLR014C,PPR1
YPL148C,Q12036,PPT2;YPL148C;P2604,PPT2
YIR008C,P10363,PRI1;YIR008C;YIB8C,PRI1
YJL203W,P32524,PRP21;SPP91;YJL203W;J0322,PRP21
YER013W,P24384,PRP22;YER013W,PRP22
YGR091W,P49704,PRP31;YGR091W,PRP31
YGL120C,P53131,PRP43;YGL120C,PRP43
YPR002W,Q12428,PDH1;YPR002W;LPZ2W;YP9723.02,PDH1
YKL116C,P28708,PRR1;YKL116C;YKL516,PRR1
YDL214C,Q12310,PRR2;YDL214C;D1014,PRR2
YML092C,P23639,PRE8;PRS4;YML092C,PRE8
YGR135W,P23638,PRE9;PRS5;YGR135W,PRE9
YGR253C,P32379,PUP2;DOA5;YGR253C;G9155,PUP2
YOR157C,P25043,PUP1;YOR157C,PUP1
YMR137C,P30620,PSO2;SNM1;YMR137C;YM9375.06C,PSO2
YDR505C,P50896,PSP1;GIN5;YDR505C;D9719.11,PSP1
YLL010C,Q07800,PSR1;YLL010C;L1341,PSR1
YLR376C,Q12318,PSY3;YLR376C;L8039.17,PSY3
YDR079W,P38958,PET100;YDR079W;D4441,PET100
YER058W,Q02771,PET117;YER058W,PET117
YNR045W,P07390,PET494;YNR045W;N3436,PET494
YAL043C,Q01329,PTA1;YAL043C;FUN39,PTA1
YOR362C,P21242,PRE10;PRC1;PRS1;YOR362C;O6650,PRE10
YPR103W,P30656,PRE2;DOA3;PRG1;YPR103W;P8283.10,PRE2
YLR019W,Q07949,PSR2;YLR019W,PSR2
YGR156W,P39927,PTI1;YGR156W;G6670,PTI1
YKL198C,P36002,PTK1;POT1;STK1;YKL198C;YKL199C,PTK1
YPR042C,Q12221,PUF2;YPR042C;YP3085.06c;YP9499.01,PUF2
YDR496C,Q04373,PUF6;YDR496C;D9719.2,PUF6
YLR414C,Q06991,PUN1;YLR414C,PUN1
YGR061C,P38972,ADE6;YGR061C,ADE6
YOR128C,P21264,ADE2;YOR128C;O3293;YOR3293C,ADE2
YIL095W,P40494,PRK1;PAK1;YIL095W,PRK1
YML047C,Q04705,PRM6;YML047C;YM9827.05C,PRM6
YAR031W,P39551,PRM9;YAR031W;FUN58,PRM9
YDR300C,P32264,PRO1;YDR300C;D9740.12,PRO1
YLL036C,P32523,PRP19;PSO4;YLL036C,PRP19
YCL057W,P25375,PRD1;YCL057W;YCL57W,PRD1
YMR314W,P40302,PRE5;YMR314W;YM9924.06,PRE5
YJL001W,P38624,PRE3;YJL001W;J1407,PRE3
YER012W,P22141,PRE1;YER012W,PRE1
YBL041W,P23724,PRE7;PRS3;PTS1;YBL041W;YBL0407,PRE7
YDR013W,Q12488,PSF1;YDR013W;PZA208;YD8119.18,PSF1
YAL017W,P31374,PSK1;YAL017W;FUN31;YAL002,PSK1
YKL076C,P36082,PSY1;YKL076C,PSY1
YMR257C,P08468,PET111;YMR257C;YM9920.11C,PET111
YOR017W,P32606,PET127;YOR017W;OR26.07,PET127
YJR034W,Q02772,PET191;YJR034W;J1604,PET191
YKL039W,P32857,PTM1;YKL039W;YKL252,PTM1
YOR208W,P29461,PTP2;YOR208W,PTP2
YNL016W,P32588,PUB1;RNP1;YNL016W;N2842,PUB1
YER014W,P40012,HEM14;YER014W,HEM14
YPL179W,P32945,PPQ1;SAL6;YPL179W,PPQ1
YOR323C,P54885,PRO2;YOR323C;O6155,PRO2
YPL151C,Q12417,PRP46;CWC1;NTC50;YPL151C;P2594,PRP46
YPR178W,P20053,PRP4;RNA4;YPR178W;P9705.6,PRP4
YHR165C,P33334,PRP8;DBF3;DNA39;RNA8;SLT21;USA2;YHR165C,PRP8
YDR394W,P33298,RPT3;YNT1;YTA2;YDR394W;D9509.14,RPT3
YGL048C,Q01939,RPT6;CIM3;CRL3;SUG1;TBPY;TBY1;YGL048C,RPT6
YBL064C,P34227,PRX1;YBL064C;YBL0503;YBL0524,PRX1
YOL038W,P40303,PRE6;YOL038W,PRE6
YGR232W,P50086,NAS6;YGR232W;G8564,NAS6
YNL169C,P39006,PSD1;YNL169C;N1692,PSD1
YGR170W,P53037,PSD2;YGR170W,PSD2
YMR120C,P38009,ADE17;YMR120C;YM8564.02C,ADE17
YEL021W,P03962,URA3;YEL021W,URA3
Q0017,Q9ZZX8,Q0017;ORF7,Q0017
Q0092,Q35811,Q0092;ORF5;ORI5,Q0092
Q0143,Q9ZZW3,Q0143;ORF10,Q0143
Q0297,Q9ZZV8,Q0297;ORF12,Q0297
YJL166W,P08525,QCR8;YJL166W;J0526,QCR8
YGR183C,P22289,QCR9;UCR9;YGR183C,QCR9
YMR201C,P28519,RAD14;YMR201C;YM8325.02C,RAD14
YCR066W,P10862,RAD18;YCR066W;YCR66W,RAD18
YPL022W,P06777,RAD1;YPL022W,RAD1
YML032C,P06778,RAD52;YML032C,RAD52
YPL153C,P22216,RAD53;MEC2;SAD1;SPK1;YPL153C;P2588,RAD53
YDL059C,Q12223,RAD59;YDL059C,RAD59
YDL189W,Q05672,RBS1;YDL189W;D1266,RBS1
YOL010W,Q08096,RCL1;RTC1;YOL010W,RCL1
YNL022C,P53972,RCM1;YNL022C;N2815,RCM1
YOR220W,Q12044,RCN2;WSP1;YOR220W;YOR50-10,RCN2
YDR003W,Q03446,RCR2;SSH5;YDR003W;YD8119.09,RCR2
YJR021C,P21651,REC107;MER2;YJR021C;J1462,REC107
YMR133W,P32841,REC114;YMR133W;YM9375.02,REC114
YBR049C,P21538,REB1;GRF2;YBR049C;YBR0502,REB1
YGR169C,P53294,PUS6;YGR169C,PUS6
YIR026C,Q02256,YVH1;YIR026C,YVH1
YPL147W,P41909,PXA1;PAL1;PAT2;SSH2;YPL147W;LPI1W;P2607,PXA1
YKR090W,P36166,PXL1;YKR090W,PXL1
YJL130C,P07259,URA2;YJL130C;J0686,URA2
YML106W,P13298,URA5;PYR5;YML106W;YM8339.13,URA5
YMR271C,P30402,URA10;YMR271C;YM8156.13C,URA10
Q0010,Q9ZZX9,Q0010;ORF6,Q0010
Q0144,Q9ZZW2,Q0144,Q0144
YIL121W,P40474,QDR2;YIL121W,QDR2
YBR043C,P38227,QDR3;AQR2;YBR043C;YBR0413,QDR3
YDL104C,P43122,QRI7;YDL104C;D2366,QRI7
YIL143C,Q00578,SSL2;LOM3;RAD25;UVS112;YIL143C,SSL2
YDR030C,Q12021,RAD28;YDR030C;YD9813.08c,RAD28
YGR258C,P07276,RAD2;YGR258C,RAD2
YDR314C,Q06665,RAD34;YDR314C,RAD34
YER162C,P14736,RAD4;YER162C,RAD4
YGL163C,P32863,RAD54;YGL163C;G1821,RAD54
YDR014W,Q99359,RAD61;YDR014W;PZB647,RAD61
R0030W,Q06891,RAF1;R0030W,RAF1
YAL036C,P39729,RBG1;FUN11;YAL036C,RBG1
YGR173W,P53295,RBG2;GIR1;YGR173W,RBG2
YHR001W-A,P37299,QCR10;YHR001W-A;YHR001BW,QCR10
YBL045C,P07256,COR1;QCR1;YBL045C;YBL0403,COR1
YPR191W,P07257,QCR2;COR2;UCR2;YPR191W;P9677.6,QCR2
YFR033C,P00127,QCR6;UCR6;YFR033C,QCR6
YIL120W,P40475,QDR1;YIL120W,QDR1
YML011C,Q04231,RAD33;YML011C;YM9571.07C,RAD33
YER171W,P06839,RAD3;REM1;YER171W,RAD3
YNL250W,P12753,RAD50;YNL250W;N0872,RAD50
YDR217C,P14737,RAD9;YDR217C;YD9934.02C,RAD9
YOR370C,P32864,MRS6;MSI4;YOR370C,MRS6
YJR033C,P47104,RAV1;SOI3;YJR033C;J1590,RAV1
YLR084C,Q12465,RAX2;YLR084C;L2389;L9449.12,RAX2
YDR076W,P38953,RAD55;YDR076W;D4426,RAD55
YLR032W,P32849,RAD5;REV2;SNM2;YLR032W,RAD5
YPL246C,Q12270,RBD2;YPL246C,RBD2
YOL133W,Q08273,HRT1;RBX1;ROC1;YOL133W,HRT1
YJL204C,P39531,RCY1;YJL204C;J0318;J0320,RCY1
YPL133C,P19541,RDS2;YPL133C;LPI12C,RDS2
R0020C,P03871,REP1;R0020C,REP1
YJL217W,P40893,REE1;YJL217W;HRC198;J0226,REE1
YLR387C,Q06709,REH1;YLR387C,REH1
YJR068W,P40348,RFC2;YJR068W;J1808,RFC2
YOL094C,P40339,RFC4;YOL094C;O0923,RFC4
YBR052C,P38234,RFS1;YBR052C;YBR0505,RFS1
YFL047W,P43556,RGD2;YFL047W,RGD2
YDR137W,P16664,RGP1;YDR137W;YD9302.13,RGP1
YKL038W,P32862,RGT1;YKL038W;YKL251,RGT1
YIL118W,Q00245,RHO3;YIL118W,RHO3
YKR055W,Q00246,RHO4;YKR055W,RHO4
YNL180C,P53879,RHO5;YNL180C;N1644,RHO5
YDR487C,Q99258,RIB3;YDR487C;D8035.30,RIB3
YLR039C,P40395,RIC1;YLR039C,RIC1
YLR453C,Q06208,RIF2;YLR453C,RIF2
YOR119C,Q12196,RIO1;RRP10;YOR119C;O3266;YOR3266C,RIO1
YNL207W,P40160,RIO2;YNL207W;N1342,RIO2
YCR106W,P25611,RDS1;YCR106W,RDS1
YCL054W-A,A0A0B7P221,RDT1;YCL054W-A,RDT1
YPR007C,Q12188,REC8;SPO69;YPR007C;LPZ7C,REC8
YGR276C,P53331,RNH70;REX1;YGR276C;G9381,RNH70
YLR107W,Q12090,REX3;YLR107W;L2904,REX3
YOR127W,P39083,RGA1;DBM1;THE1;YOR127W;O3290;YOR3290W,RGA1
YOR107W,Q99188,RGS2;YOR107W;YOR3224w,RGS2
YDR236C,Q03778,FMN1;YDR236C;YD8419.03C,FMN1
YHL024W,P38741,RIM4;YHL024W,RIM4
YER070W,P21524,RNR1;CRT7;RIR1;SDS12;YER070W,RNR1
YJL026W,P09938,RNR2;CRT6;YJL026W;J1271,RNR2
YIL066C,P21672,RNR3;DIN1;YIL066C,RNR3
YGR180C,P49723,RNR4;CRT3;YGR180C,RNR4
YBR256C,P38145,RIB5;YBR256C;YBR1724,RIB5
YLL034C,Q07844,RIX7;YLL034C,RIX7
YEL037C,P32628,RAD23;YEL037C;SYGP-ORF29,RAD23
YER173W,P32641,RAD24;YER173W;SYGP-ORF60,RAD24
YJR035W,P40352,RAD26;GTA1085;YJR035W;J1606,RAD26
YER095W,P25454,RAD51;YER095W,RAD51
YDR202C,Q03956,RAV2;YDR202C;YD9346.12C,RAV2
YDR527W,Q04418,RBA50;YDR527W,RBA50
YCR036W,P25332,RBK1;YCR036W;YCR36W;YCR523,RBK1
YMR274C,Q03530,RCE1;YMR274C;YM8156.16C,RCE1
YBR005W,P38212,RCR1;YBR005W;YBR0111,RCR1
YHR157W,P33323,REC104;YHR157W,REC104
YDR195W,P42073,REF2;YDR195W;YD9346.06,REF2
YBR050C,P38232,REG2;YBR050C;YBR0504,REG2
YOR217W,P38630,RFC1;CDC44;YOR217W;YOR50-7,RFC1
YOR279C,Q12192,RFM1;YOR279C,RFM1
YLR176C,P48743,RFX1;CRT1;YLR176C;L9470.18,RFX1
YDR004W,P25301,RAD57;YDR004W;YD8119.10,RAD57
YJR052W,P06779,RAD7;YJR052W;J1665,RAD7
YNL216W,P11938,RAP1;GRF1;TUF1;YNL216W;N1310,RAP1
YOR101W,P01119,RAS1;YOR101W;YOR3205W,RAS1
YNL098C,P01120,RAS2;ASC1;CTN5;GLC5;YNL098C;N2198,RAS2
YOR301W,Q08760,RAX1;YOR301W,RAX1
YGL097W,P21827,SRM1;MTR1;PRP20;YGL097W,SRM1
YLR248W,P38623,RCK2;CLK1;CMK3;YLR248W;L9672.6,RCK2
YMR075W,Q04779,RCO1;YMR075W;YM9916.14,RCO1
YOR285W,Q12305,RDL1;YOR285W,RDL1
YOR286W,Q08742,RDL2;AIM42;FMP31;YOR286W,RDL2
YPR094W,Q06835,RDS3;YPR094W;P9513.2,RDS3
YPR180W,Q06624,AOS1;RHC31;YPR180W;P9705.5,AOS1
YCR027C,P25378,RHB1;RSG1;YCR027C;YCR27C,RHB1
YFL033C,P43565,RIM15;TAK1;YFL033C,RIM15
YML030W,Q03713,RCF1;AIM31;YML030W,RCF1
YNR018W,P53721,RCF2;AIM38;YNR018W;N3185,RCF2
YGL158W,P38622,RCK1;YGL158W;G1854,RCK1
YKL159C,P36054,RCN1;DSCR1L;YKL159C;YKL613,RCN1
YBR073W,P38086,RDH54;TID1;YBR073W;YBR0715,RDH54
YOR380W,Q08904,RDR1;YOR380W,RDR1
YLR263W,P14291,RED1;YLR263W;L8479.6,RED1
YBR267W,P38344,REI1;YBR267W;YBR1736,REI1
YCL001W,P25560,RER1;YCL001W;YCL1W,RER1
YBR002C,P35196,RER2;YBR002C;YBR0107,RER2
YIL139C,P38927,REV7;YIL139C,REV7
YGL143C,P30775,MRF1;YGL143C,MRF1
YAR007C,P22336,RFA1;BUF2;RPA1;YAR007C;FUN3,RFA1
YJL173C,P26755,RFA3;YJL173C;J0506,RFA3
YNL290W,P38629,RFC3;YNL290W;N0533,RFC3
YBL020W,P38206,RFT1;YBL020W;YBL0442,RFT1
YLR073C,Q08003,RFU1;YLR073C,RFU1
YER067W,P40043,RGI1;YER067W,RGI1
YIL057C,P40188,RGI2;YIL057C,RGI2
YDR028C,Q00816,REG1;HEX2;PZF240;SPP43;SRN1;YDR028C;YD9813.06C,REG1
R0040C,P03872,REP2;R0040C,REP2
YOL080C,Q08237,REX4;YOL080C,REX4
YDR379W,Q06407,RGA2;YDR379W;D9481.4,RGA2
YDL138W,Q12300,RGT2;YDL138W;D2160,RGT2
YNL163C,P53893,RIA1;EFL1;YNL163C;N1718,RIA1
YBL033C,P38066,RIB1;YBL033C;YBL0417,RIB1
YOL066C,Q12362,RIB2;PUS8;YOL066C,RIB2
YOL143C,P50861,RIB4;YOL143C,RIB4
YBR153W,P33312,RIB7;YBR153W;YBR1203,RIB7
YMR139W,P38615,RIM11;GSK3;MDS1;YMR139W;YM9375.08,RIM11
YCR028C-A,P32445,RIM1;YCR028C-A;YCR28C-A,RIM1
YDL082W,Q12690,RPL13A;YDL082W,RPL13A
YNL069C,P26785,RPL16B;RP23;RPL21B;YNL069C;N2377,RPL16B
YBR084C-A,P0CX82,RPL19A;RPL23A;YL14A;YBR084C-A;YBR084BC,RPL19A
YOR346W,P12689,REV1;YOR346W;O6339,REV1
YNL312W,P26754,RFA2;BUF1;YNL312W;N0368,RFA2
YBR087W,P38251,RFC5;YBR087W;YBR0810,RFC5
YPR115W,Q06108,RGC1;YPR115W,RGC1
YBR260C,P38339,RGD1;YBR260C;YBR1728,RGD1
YMR182C,Q00453,RGM1;YMR182C;YM8010.12C,RGM1
YNL090W,P06781,RHO2;YNL090W;N2237,RHO2
YMR283C,P23796,RIT1;YMR283C;YM8021.09C,RIT1
YHR197W,P38883,RIX1;IPI2;YHR197W,RIX1
YPL208W,Q08961,RKM1;YPL208W,RKM1
YEL054C,P0CX53,RPL12A;RPL15B;YEL054C,RPL12A
YHL001W,P38754,RPL14B;YHL001W,RPL14B
YLR029C,P05748,RPL15A;RPL10A;RPL13A;YL10A;YLR029C,RPL15A
YBL027W,P0CX83,RPL19B;RPL23B;YL14B;YBL027W;YBL0424,RPL19B
YGL135W,P0CX44,RPL1B;SSM1B;SSM2;YGL135W;G2834,RPL1B
YBR191W,Q02753,RPL21A;URP1;YBR191W;YBR1401,RPL21A
YGR148C,P24000,RPL24B;RPL30B;YGR148C;G6635,RPL24B
YFR031C-A,P0CX45,RPL2A;RPL5B;YFR031C-A;YFR031BC,RPL2A
YBL092W,P38061,RPL32;YBL092W;YBL0838,RPL32
YDL191W,P0CX84,RPL35A;SOS1;YDL191W;D1249,RPL35A
YLR075W,P41805,RPL10;GRC5;QSR1;YLR075W,RPL10
YGR085C,Q3E757,RPL11B;RP39B;RPL16B;YGR085C,RPL11B
YMR142C,P40212,RPL13B;RPL13;YMR142C;YM9375.11C,RPL13B
YMR121C,P54780,RPL15B;RPL10B;RPL13B;YL10B;YMR121C;YM8564.03C,RPL15B
YKL180W,P05740,RPL17A;RPL17;RPL20A;YKL180W,RPL17A
YBL087C,P0CX41,RPL23A;RPL17A;RPL17AA;YBL087C;YBL0713,RPL23A
YIL018W,P0CX46,RPL2B;RPL5A;YIL018W,RPL2B
YDL075W,P0C2H8,RPL31A;RPL34;RPL34A;YDL075W;D2478,RPL31A
YBR275C,P29539,RIF1;YBR275C;YBR1743,RIF1
YMR154C,Q03792,RIM13;CPL1;YMR154C;YM8520.03C,RIM13
YBR192W,P38127,RIM2;YBR192W;YBR1402,RIM2
YBR030W,P38222,RKM3;YBR030W;YBR0314,RKM3
YDR257C,Q12504,RKM4;RMS1;SET7;YDR257C;YD9320A.07C,RKM4
YLR137W,Q12367,RKM5;YLR137W;L3146,RKM5
YKL006W,P36105,RPL14A;YKL006W;YKL153,RPL14A
YFL034C-A,P56628,RPL22B;YFL034C-A;YFL034BC,RPL22B
YPL143W,P05744,RPL33A;RPL37A;YPL143W;LPI4W;P2625,RPL33A
YER056C-A,P87262,RPL34A;YER056C-A;YER056BC,RPL34A
YJL189W,P04650,RPL39;RPL46;SPB2;YJL189W;J0360,RPL39
YJL177W,P46990,RPL17B;RPL20B;YJL177W;J0493,RPL17B
YOL120C,P0CX49,RPL18A;RP28A;YOL120C,RPL18A
YLR344W,P05743,RPL26A;RPL26;RPL33A;YLR344W;L8300.4,RPL26A
YDR471W,P0C2H7,RPL27B;RPL27;YDR471W;D8035.14,RPL27B
YGL103W,P02406,RPL28;CYH2;YGL103W,RPL28
YFR032C-A,P05747,RPL29;YL43;YFR032C-A;YFR032BW,RPL29
YIL052C,P40525,RPL34B;YIL052C,RPL34B
YMR194W,P05745,RPL36A;RPL39A;YMR194W;YM9646.06,RPL36A
YPL249C-A,O14455,RPL36B;RPL39B;YPL249C-A;YPL249BC,RPL36B
YDR500C,P51402,RPL37B;RPL35B;YDR500C;D9719.6,RPL37B
YDR198C,Q03942,RKM2;YDR198C,RKM2
YPR102C,P0C0W9,RPL11A;RP39A;RPL16A;YPR102C;P8283.14,RPL11A
YDR418W,P0CX54,RPL12B;RPL15A;YDR418W;D9461.7,RPL12B
YIL133C,P26784,RPL16A;RPL13;RPL21A;YIL133C,RPL16A
YNL301C,P0CX50,RPL18B;RP28B;YNL301C;N0425,RPL18B
YPL220W,P0CX43,RPL1A;SSM1;SSM1A;YPL220W,RPL1A
YKR060W,P36144,UTP30;YKR060W,UTP30
YMR242C,P0CX23,RPL20A;RPL18A;RPL18A2;YMR242C;YM9408.04C,RPL20A
YOR312C,P0CX24,RPL20B;RPL18A1;RPL18B;YOR312C;O6116,RPL20B
YPL079W,Q12672,RPL21B;YPL079W;LPF6W,RPL21B
YLR061W,P05749,RPL22A;YLR061W;L2168,RPL22A
YER117W,P0CX42,RPL23B;RPL17AB;RPL17B;YER117W,RPL23B
YGL031C,P04449,RPL24A;RP29;RPL30A;YGL031C,RPL24A
YOL127W,P04456,RPL25;YOL127W,RPL25
YDL136W,P0CX85,RPL35B;SOS2;YDL136W;D2170,RPL35B
YLR325C,P49167,RPL38;YLR325C;L8543.2,RPL38
YGL076C,P05737,RPL7A;RPL6A;RPL8A;YL8A;YGL076C,RPL7A
YDL081C,P05318,RPP1A;L12EIIA;RPA1;RPLA1;YDL081C,RPP1A
YDR091C,Q03195,RLI1;YDR091C,RLI1
YDL202W,P36521,MRPL11;YDL202W;D1070,MRPL11
YKR006C,Q02204,MRPL13;YKR006C;YK105,MRPL13
YNL185C,P53875,MRPL19;YNL185C;N1623,MRPL19
YKR085C,P22354,MRPL20;YKR085C;YKR405,MRPL20
YGR076C,P23369,MRPL25;YMR26;YGR076C,MRPL25
YDR462W,P36527,MRPL28;YDR462W;D8035.6,MRPL28
YKL138C,P14063,MRPL31;YKL138C,MRPL31
YBR268W,P36532,MRPL37;YBR268W;YBR1736A,MRPL37
YDR405W,P32387,MRP20;MRPL41;YDR405W;D9509.23,MRP20
YDR255C,Q12508,RMD5;GID2;YDR255C;YD9320A.05c,RMD5
YMR234W,Q04740,RNH1;YMR234W;YM9959.16,RNH1
YPL123C,Q02933,RNY1;YPL123C,RNY1
YFR022W,P43602,ROG3;YFR022W,ROG3
YMR200W,Q03691,ROT1;YMR200W;YM8325.01,ROT1
YPR065W,P25042,ROX1;YPR065W;YP9499.20,ROX1
YMR258C,Q04847,ROY1;YMR258C;YM9920.12C,ROY1
YJL148W,P47006,RPA34;YJL148W;J0637,RPA34
YNL248C,Q01080,RPA49;RRN13;YNL248C;N0880,RPA49
YHR143W-A,P40422,RPC10;RPB12;YHR143W-A;YHR143BW,RPC10
YOR210W,P22139,RPB10;YOR210W,RPB10
YGL070C,P27999,RPB9;YGL070C,RPB9
YDR045C,Q04307,RPC11;YDR045C;YD9609.01C,RPC11
YOR116C,P04051,RPO31;RPC1;RPC160;YOR116C;O3254;YOR3254C,RPO31
YNR003C,P32910,RPC34;YNR003C;N2031,RPC34
YNL151C,P17890,RPC31;ACP2;RPC8;YNL151C;N1769,RPC31
YHR088W,P38805,RPF1;YHR088W,RPF1
